No,Position Level,Position Title,State,Age,Years of Exp.,Industry,Qualification,Salary (Rp)
2136,Manager  /  Assistant Manager,Process Engineer,Jawa Barat,32,9,Others,Bachelor's Degree,10000000
2137,Manager  /  Assistant Manager,Process Engineer,Jawa Barat,32,6,Manufacturing,Bachelor's Degree,6250000
2138,Manager  /  Assistant Manager,Process Engineer,Jawa Barat,31,6,Manufacturing,Bachelor's Degree,8500000
2139,Manager  /  Assistant Manager,Process Engineer,Jawa Barat,31,7,Manufacturing,Bachelor's Degree,7500000
2140,Manager  /  Assistant Manager,Process Engineer,Banten,30,5,Manufacturing,Bachelor's Degree,12000000
2141,Manager  /  Assistant Manager,Process Engineer,Jawa Barat,30,7,Manufacturing,Bachelor's Degree,5600000
2142,Manager  /  Assistant Manager,Process Engineer,Jakarta Raya,29,6,Services,Bachelor's Degree,9000000
2143,Manager  /  Assistant Manager,Process Engineer,Jawa Timur,29,6,Agriculture / Plantations / Aquaculture,Bachelor's Degree,8000000
2144,Manager  /  Assistant Manager,Process Engineer,Jawa Barat,28,5,Construction,Bachelor's Degree,12000000
2145,Supervisor  /  Coordinator,Process Engineer,Jawa Barat,46,21,Services,Bachelor's Degree,9500000
2146,Supervisor  /  Coordinator,Process Engineer,Riau,46,19,Manufacturing,Bachelor's Degree,4500000
2147,Supervisor  /  Coordinator,Process Engineer,Jawa Barat,45,25,Construction,Bachelor's Degree,11000000
2148,Supervisor  /  Coordinator,Process Engineer,Jawa Barat,44,19,Services,Bachelor's Degree,8000000
2149,Supervisor  /  Coordinator,Process Engineer,Riau,43,18,Manufacturing,Bachelor's Degree,5000000
2150,Supervisor  /  Coordinator,Process Engineer,Riau,43,17,Manufacturing,Bachelor's Degree,4500000
2151,CEO  /  GM  /  Director  /  Senior Manager,Team Leader,Jakarta Raya,48,23,Others,Bachelor's Degree,12930000
2152,CEO  /  GM  /  Director  /  Senior Manager,Team Leader,Jakarta Raya,31,8,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,11000000
2153,Manager  /  Assistant Manager,Team Leader,Jakarta Raya,63,37,Services,Bachelor's Degree,15000000
2154,Manager  /  Assistant Manager,Team Leader,Riau,48,23,Energy / Electricity / Water / Natural Resources,Master's Degree / Post Graduate Degree,12000000
2155,Manager  /  Assistant Manager,Team Leader,Jawa Barat,47,15,Manufacturing,Master's Degree / Post Graduate Degree,10000000
2156,Manager  /  Assistant Manager,Team Leader,Jawa Barat,46,26,Automotive / Heavy Industry,Bachelor's Degree,6500000
2157,Manager  /  Assistant Manager,Team Leader,Jakarta Raya,46,21,Services,Bachelor's Degree,6500000
2158,Manager  /  Assistant Manager,Team Leader,Jawa Barat,43,21,Manufacturing,Bachelor's Degree,14500000
2159,Manager  /  Assistant Manager,Team Leader,Jawa Timur,43,17,Construction,Bachelor's Degree,10000000
2160,Manager  /  Assistant Manager,Team Leader,Jawa Barat,43,11,Manufacturing,Bachelor's Degree,7500000
2161,Manager  /  Assistant Manager,Team Leader,Jakarta Raya,42,17,Finance / Securities / Insurance / Real Estate,Master's Degree / Post Graduate Degree,11000000
2162,Manager  /  Assistant Manager,Team Leader,Jakarta Raya,41,16,Transport / Storage / Freight / Shipping,Bachelor's Degree,8500000
2163,Manager  /  Assistant Manager,Team Leader,Lampung,40,12,Construction,Bachelor's Degree,15000000
2164,Manager  /  Assistant Manager,Team Leader,Jawa Barat,40,15,Construction,Bachelor's Degree,10500000
2165,Manager  /  Assistant Manager,Team Leader,Jakarta Raya,40,16,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,6000000
2166,Manager  /  Assistant Manager,Team Leader,Jawa Barat,39,13,Manufacturing,Bachelor's Degree,15000000
2167,Manager  /  Assistant Manager,Team Leader,Jakarta Raya,39,15,Others,Associate Degree,10200000
2168,Manager  /  Assistant Manager,Team Leader,Jakarta Raya,38,13,Wholesale / Retail / Trading,Bachelor's Degree,15000000
2169,Manager  /  Assistant Manager,Team Leader,Jawa Timur,38,14,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,6000000
2170,Manager  /  Assistant Manager,Team Leader,Jawa Barat,37,13,Finance / Securities / Insurance / Real Estate,Master's Degree / Post Graduate Degree,12000000
2171,Manager  /  Assistant Manager,Team Leader,Banten,37,14,Manufacturing,Bachelor's Degree,10000000
2172,Manager  /  Assistant Manager,Team Leader,Jawa Barat,37,12,Energy / Electricity / Water / Natural Resources,Master's Degree / Post Graduate Degree,10000000
2173,Manager  /  Assistant Manager,Team Leader,Jawa Timur,37,15,Agriculture / Plantations / Aquaculture,Associate Degree,9000000
2174,Manager  /  Assistant Manager,Team Leader,Jakarta Raya,37,16,Services,Bachelor's Degree,6500000
2175,Manager  /  Assistant Manager,Team Leader,Jawa Barat,37,13,Manufacturing,Bachelor's Degree,6000000
2176,Manager  /  Assistant Manager,Senior Staff,Jawa Barat,45,16,Manufacturing,Master's Degree / Post Graduate Degree,5000000
2177,Manager  /  Assistant Manager,Senior Staff,Jawa Timur,36,13,Manufacturing,Associate Degree,4000000
2178,Manager  /  Assistant Manager,Senior Staff,Jawa Barat,30,7,Finance / Securities / Insurance / Real Estate,Master's Degree / Post Graduate Degree,4000000
2179,Supervisor  /  Coordinator,Senior Staff,Jakarta Raya,48,17,Services,Bachelor's Degree,5000000
2180,Supervisor  /  Coordinator,Senior Staff,Jakarta Raya,43,21,Services,Bachelor's Degree,6000000
2181,Supervisor  /  Coordinator,Senior Staff,Jakarta Raya,41,13,Wholesale / Retail / Trading,Bachelor's Degree,4500000
2182,Supervisor  /  Coordinator,Senior Staff,Jawa Barat,41,16,Construction,Master's Degree / Post Graduate Degree,4500000
2183,Supervisor  /  Coordinator,Senior Staff,Jawa Barat,40,16,Wholesale / Retail / Trading,Bachelor's Degree,4500000
2184,Supervisor  /  Coordinator,Senior Staff,Jakarta Raya,40,13,Others,Bachelor's Degree,4000000
2185,Supervisor  /  Coordinator,Senior Staff,Jakarta Raya,39,12,Manufacturing,Bachelor's Degree,5400000
2186,Supervisor  /  Coordinator,Senior Staff,Jawa Barat,38,12,Manufacturing,Associate Degree,4000000
2187,Supervisor  /  Coordinator,Senior Staff,Jakarta Raya,37,16,Services,Associate Degree,5500000
2188,Supervisor  /  Coordinator,Senior Staff,Jakarta Raya,36,15,IT / Telecommunication,Associate Degree,5300000
2189,Supervisor  /  Coordinator,Senior Staff,Jawa Timur,36,13,Wholesale / Retail / Trading,Bachelor's Degree,4500000
2190,Supervisor  /  Coordinator,Senior Staff,Jawa Tengah,36,13,Wholesale / Retail / Trading,Bachelor's Degree,4500000
2191,Supervisor  /  Coordinator,Senior Staff,Jakarta Raya,36,13,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,4300000
2192,Supervisor  /  Coordinator,Senior Staff,Jawa Barat,35,14,Wholesale / Retail / Trading,Associate Degree,7000000
2193,Supervisor  /  Coordinator,Senior Staff,Jawa Barat,35,13,Agriculture / Plantations / Aquaculture,Bachelor's Degree,6500000
2194,Supervisor  /  Coordinator,Senior Staff,Jakarta Raya,35,6,Manufacturing,Bachelor's Degree,5500000
2195,Supervisor  /  Coordinator,Senior Staff,Jawa Barat,35,13,Automotive / Heavy Industry,Bachelor's Degree,5000000
2196,Supervisor  /  Coordinator,Senior Staff,Banten,35,9,IT / Telecommunication,Associate Degree,4500000
2197,Supervisor  /  Coordinator,Senior Staff,Jawa Barat,35,11,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,4500000
2198,Supervisor  /  Coordinator,Senior Staff,Jakarta Raya,34,9,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,6000000
2199,Supervisor  /  Coordinator,Senior Staff,Jawa Barat,34,8,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,6000000
2200,Supervisor  /  Coordinator,Senior Staff,Jakarta Raya,34,10,Agriculture / Plantations / Aquaculture,Bachelor's Degree,5800000
2201,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jawa Barat,59,40,Services,Bachelor's Degree,17435538
2202,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jakarta Raya,57,28,Energy / Electricity / Water / Natural Resources,Master's Degree / Post Graduate Degree,20000000
2203,CEO  /  GM  /  Director  /  Senior Manager,Finance,Banten,56,28,Others,Bachelor's Degree,22000000
2204,CEO  /  GM  /  Director  /  Senior Manager,Finance,Banten,56,28,Others,Bachelor's Degree,20000000
2205,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jawa Barat,56,32,Others,Bachelor's Degree,15000000
2206,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jawa Barat,56,30,Transport / Storage / Freight / Shipping,Associate Degree,15000000
2207,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jakarta Raya,55,31,Energy / Electricity / Water / Natural Resources,Master's Degree / Post Graduate Degree,32000000
2208,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jawa Barat,55,29,Services,Master's Degree / Post Graduate Degree,20000000
2209,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jawa Barat,54,30,Energy / Electricity / Water / Natural Resources,Master's Degree / Post Graduate Degree,23500000
2210,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jakarta Raya,54,29,Construction,Bachelor's Degree,10500000
2211,CEO  /  GM  /  Director  /  Senior Manager,Finance,Banten,53,28,Energy / Electricity / Water / Natural Resources,Master's Degree / Post Graduate Degree,30000000
2212,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jawa Barat,53,24,Manufacturing,Bachelor's Degree,25000000
2213,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jawa Barat,53,26,Wholesale / Retail / Trading,Bachelor's Degree,20000000
2214,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jawa Barat,53,31,Services,Bachelor's Degree,18000000
2215,CEO  /  GM  /  Director  /  Senior Manager,Finance,Yogyakarta,53,29,Finance / Securities / Insurance / Real Estate,Master's Degree / Post Graduate Degree,18000000
2216,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jakarta Raya,53,25,Manufacturing,Bachelor's Degree,15000000
2217,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jakarta Raya,53,28,Wholesale / Retail / Trading,Master's Degree / Post Graduate Degree,10000000
2218,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jawa Barat,52,27,Manufacturing,Bachelor's Degree,35000000
2219,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jakarta Raya,52,30,Energy / Electricity / Water / Natural Resources,Master's Degree / Post Graduate Degree,15000000
2220,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jakarta Raya,52,27,Energy / Electricity / Water / Natural Resources,Master's Degree / Post Graduate Degree,8000000
2221,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jawa Barat,51,24,Manufacturing,Bachelor's Degree,35000000
2222,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jawa Barat,51,23,Services,Master's Degree / Post Graduate Degree,35000000
2223,CEO  /  GM  /  Director  /  Senior Manager,Finance,Banten,51,22,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,35000000
2224,CEO  /  GM  /  Director  /  Senior Manager,Finance,Banten,51,29,Automotive / Heavy Industry,Bachelor's Degree,23000000
2225,CEO  /  GM  /  Director  /  Senior Manager,Finance,Jawa Barat,51,27,Services,Bachelor's Degree,22750000
2226,Manager  /  Assistant Manager,Administration Staff,Jawa Tengah,30,10,Services,Associate Degree,2500000
2227,Manager  /  Assistant Manager,Administration Staff,Sumatera Selatan,27,6,Others,Associate Degree,2500000
2228,Supervisor  /  Coordinator,Administration Staff,Jawa Barat,41,13,Manufacturing,Associate Degree,5000000
2229,Supervisor  /  Coordinator,Administration Staff,Jawa Barat,38,15,Finance / Securities / Insurance / Real Estate,Master's Degree / Post Graduate Degree,2000000
2230,Supervisor  /  Coordinator,Administration Staff,Jawa Barat,37,11,Manufacturing,Bachelor's Degree,3000000
2231,Supervisor  /  Coordinator,Administration Staff,Jakarta Raya,36,12,Services,Bachelor's Degree,3000000
2232,Supervisor  /  Coordinator,Administration Staff,Sulawesi Selatan,35,10,Construction,Bachelor's Degree,3000000
2233,Supervisor  /  Coordinator,Administration Staff,Sumatera Utara,35,12,Agriculture / Plantations / Aquaculture,Bachelor's Degree,2500000
2234,Supervisor  /  Coordinator,Administration Staff,Jawa Tengah,33,7,Services,Bachelor's Degree,3000000
2235,Supervisor  /  Coordinator,Administration Staff,Jakarta Raya,33,8,Wholesale / Retail / Trading,Associate Degree,2100000
2236,Supervisor  /  Coordinator,Administration Staff,Jawa Barat,32,14,Automotive / Heavy Industry,Bachelor's Degree,5000000
2237,Supervisor  /  Coordinator,Administration Staff,Jawa Barat,32,9,Construction,Bachelor's Degree,4500000
2238,Supervisor  /  Coordinator,Administration Staff,Sumatera Utara,32,8,0,Associate Degree,3100000
2239,Supervisor  /  Coordinator,Administration Staff,Jakarta Raya,32,9,Wholesale / Retail / Trading,Bachelor's Degree,2000000
2240,Supervisor  /  Coordinator,Administration Staff,Jawa Timur,32,9,Services,Bachelor's Degree,1900000
2241,Supervisor  /  Coordinator,Administration Staff,Jawa Timur,31,11,Others,Bachelor's Degree,2500000
2242,Supervisor  /  Coordinator,Administration Staff,Sumatera Utara,29,7,Transport / Storage / Freight / Shipping,Associate Degree,2500000
2243,Supervisor  /  Coordinator,Administration Staff,Jawa Timur,29,8,Manufacturing,Associate Degree,2000000
2244,Supervisor  /  Coordinator,Administration Staff,Jawa Barat,28,6,Wholesale / Retail / Trading,Associate Degree,4000000
2245,Supervisor  /  Coordinator,Administration Staff,Jawa Timur,28,6,Energy / Electricity / Water / Natural Resources,Associate Degree,3000000
2246,Supervisor  /  Coordinator,Administration Staff,Jakarta Raya,27,5,Science / Technology,Bachelor's Degree,4500000
2247,Supervisor  /  Coordinator,Administration Staff,Sumatera Utara,27,7,Transport / Storage / Freight / Shipping,Associate Degree,2700000
2248,Supervisor  /  Coordinator,Administration Staff,Jakarta Raya,26,4,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,3200000
2249,Staff (non-management & non-supervisor),Administration Staff,Riau,47,21,Services,Bachelor's Degree,1500000
2250,Staff (non-management & non-supervisor),Administration Staff,Jakarta Raya,45,16,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,3000000
2251,Manager  /  Assistant Manager,IT Supervisor,Jawa Barat,33,10,Wholesale / Retail / Trading,Bachelor's Degree,7500000
2252,Manager  /  Assistant Manager,IT Supervisor,Jawa Barat,31,12,Energy / Electricity / Water / Natural Resources,Associate Degree,5500000
2253,Manager  /  Assistant Manager,IT Supervisor,Jakarta Raya,30,8,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,7000000
2254,Supervisor  /  Coordinator,IT Supervisor,Kalimantan Timur,43,10,Construction,Bachelor's Degree,7750000
2255,Supervisor  /  Coordinator,IT Supervisor,Jakarta Raya,43,17,Agriculture / Plantations / Aquaculture,Bachelor's Degree,6000000
2256,Supervisor  /  Coordinator,IT Supervisor,Jawa Barat,42,11,Manufacturing,Bachelor's Degree,8000000
2257,Supervisor  /  Coordinator,IT Supervisor,Jakarta Raya,42,15,Automotive / Heavy Industry,Bachelor's Degree,7500000
2258,Supervisor  /  Coordinator,IT Supervisor,Jakarta Raya,42,19,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,5000000
2259,Supervisor  /  Coordinator,IT Supervisor,Jawa Barat,41,13,Others,Bachelor's Degree,6000000
2260,Supervisor  /  Coordinator,IT Supervisor,Jakarta Raya,41,18,Finance / Securities / Insurance / Real Estate,Associate Degree,5900000
2261,Supervisor  /  Coordinator,IT Supervisor,Jawa Barat,40,15,Manufacturing,Bachelor's Degree,7000000
2262,Supervisor  /  Coordinator,IT Supervisor,Jakarta Raya,40,16,Services,Associate Degree,6000000
2263,Supervisor  /  Coordinator,IT Supervisor,Jawa Barat,40,8,Services,Associate Degree,5800000
2264,Supervisor  /  Coordinator,IT Supervisor,Jakarta Raya,39,14,0,Associate Degree,7000000
2265,Supervisor  /  Coordinator,IT Supervisor,Jawa Barat,39,11,Wholesale / Retail / Trading,Bachelor's Degree,6800000
2266,Supervisor  /  Coordinator,IT Supervisor,Jakarta Raya,39,14,Finance / Securities / Insurance / Real Estate,Master's Degree / Post Graduate Degree,5000000
2267,Supervisor  /  Coordinator,IT Supervisor,Banten,38,14,Services,Bachelor's Degree,8000000
2268,Supervisor  /  Coordinator,IT Supervisor,Jakarta Raya,38,15,Wholesale / Retail / Trading,Bachelor's Degree,7250000
2269,Supervisor  /  Coordinator,IT Supervisor,Bali,38,15,Services,Associate Degree,6000000
2270,Supervisor  /  Coordinator,IT Supervisor,Jakarta Raya,37,16,Manufacturing,Bachelor's Degree,8000000
2271,Supervisor  /  Coordinator,IT Supervisor,Riau,37,15,Manufacturing,Bachelor's Degree,8000000
2272,Supervisor  /  Coordinator,IT Supervisor,Jakarta Raya,37,11,Others,Bachelor's Degree,7460000
2273,Supervisor  /  Coordinator,IT Supervisor,Banten,37,11,Construction,Bachelor's Degree,6500000
2274,Supervisor  /  Coordinator,IT Supervisor,Kalimantan Selatan,37,9,Automotive / Heavy Industry,Master's Degree / Post Graduate Degree,5148500
2275,Supervisor  /  Coordinator,IT Supervisor,Banten,36,11,Automotive / Heavy Industry,Bachelor's Degree,8000000
2276,CEO  /  GM  /  Director  /  Senior Manager,Sales & Marketing Manager,Jakarta Raya,49,20,Manufacturing,Bachelor's Degree,20000000
2277,CEO  /  GM  /  Director  /  Senior Manager,Sales & Marketing Manager,Jawa Barat,48,27,Manufacturing,Master's Degree / Post Graduate Degree,15000000
2278,CEO  /  GM  /  Director  /  Senior Manager,Sales & Marketing Manager,Jawa Timur,48,25,Wholesale / Retail / Trading,Bachelor's Degree,13500000
2279,CEO  /  GM  /  Director  /  Senior Manager,Sales & Marketing Manager,Jawa Timur,47,27,Others,Bachelor's Degree,16000000
2280,CEO  /  GM  /  Director  /  Senior Manager,Sales & Marketing Manager,Jawa Barat,47,25,Manufacturing,Associate Degree,10000000
2281,CEO  /  GM  /  Director  /  Senior Manager,Sales & Marketing Manager,Jakarta Raya,46,21,Others,Master's Degree / Post Graduate Degree,15000000
